AMZN,2007,1.749,0.116,0.087,0.056,0.056,0.179,0.139,0.166,0.374,0,0.144,0.117,0.164,4.632,58.477,1.82,8.776,78.613,9.127,147.4,32.03,27.55,79.07,40.58,21.76,5.86,8.379,4.415,3.209,6.626,7.961,1.137,0.185,0.21,0.815,22.917,2.24,2.735,0,27.16,61.91,27.89,-6.86,13.44,13.09,0.92,0.07,0.015,0.342,0.159,14835,13592,1243,8.379,579,0,9,588,655,4.415,90,-77,13,-8,660,-184,27.88,0,476,476,0,0,476,3.209,0,0.058,0.056,8480,737,246,983,6.626,2539,573,3112,1410,0,0,0,1410,0,0,0,1200,0,1200,-558,5164,0,0,0,285,15,723,1023,-480,543,222,222,556,1321,6485,2795,0,0,902,3697,17,0,17,0,0,0,0,3714,1282,62,1344,1.137,0,98,132,1574,5288,4,0,-1375,5,3063,-500,0,1197,0,1197,0.185,476,246,-255,-303,0,1357,244,1043,-99,185,0,0,-446,1405,-224,0,-75,0,-930,1271,0,0,0,42,0,-248,0,115,-74,41,0,0,257,50,1022,20,1517,2539,-224,1181,82.71,82.71,25.88,32.17,39.59,33.32,27.9,2.65,1.55,2.48,37.42,49.91,2,21.61,0,0,5.96,196.96,0,3.06,38538.24,36787.24,4.632,-0.26,-0.01,-0.06,1.09,4.77,1.43,0.38,0.65,7.01,8,-2.53,-0.127,-14.97,1.39,1.07,0.84,8.51,5.041,1.822,-0.48,0.64,38.48,143.48,48.72,53.25,8260,8320,3.05,01/29/10,02/11/08,,3587,17000,1
AMZN,2008,2.218,0.146,0.113,0.075,0.071,0.205,0.158,0.196,0.435,0,0.312,0.261,0.048,2.564,33.342,4.06,8.717,40.199,9.124,139.16,30.67,2.23,17.14,34.98,13.63,8.02,8.239,4.393,3.365,6.569,7.117,0.153,0.321,0.049,0.679,21.339,1.05,2.59,0,29.18,66.3,26.97,-10.15,12.51,13.53,0.92,0.068,0.017,0.395,0.196,19166,17587,1579,8.239,761,0,-24,737,842,4.393,83,-71,12,47,901,-247,27.41,-9,645,645,0,0,645,3.365,0,0.076,0.075,8640,972,287,1259,6.569,2769,958,3727,1654,0,0,0,1654,0,0,0,1399,0,1399,-623,6157,0,0,0,331,87,991,1409,-555,854,438,438,865,2157,8314,3594,0,0,1152,4746,0,0,0,0,0,0,0,4746,409,0,409,0.153,0,268,219,896,5642,4,0,-730,-123,4121,-600,0,2672,0,2672,0.321,645,287,-218,-232,0,1059,449,1058,-5,275,0,0,-563,1697,-333,0,-494,0,-1677,1305,0,0,0,-1199,0,-100,0,98,-355,-257,0,0,159,-198,2539,-70,230,2769,-333,1364,34.19,36.11,12.51,8.22,9.82,16.23,13.08,1.16,1.24,0.97,14.82,19.2,5.21,23.83,0,0,2.61,65.25,0,6.21,21977.736,18659.736,2.564,-0.22,0.06,0,1.54,5.27,1.8,0.65,0.88,5.11,4,-2.7,-0.1,1.77,1.3,1,0.79,11.86,4.813,1.752,-3.02,0.46,26.82,33.93,25.86,29.19,8460,8571.66,1.95,01/28/11,01/30/09,01/16/09,3552,20700,1
AMZN,2009,2.773,0.178,0.135,0.102,0.099,0.368,0.33,0.373,0.717,0,0.592,0.389,0.028,6.726,22.752,2,8.153,31.705,9.071,111.47,23.86,20.2,14.65,28.61,10.76,10.29,9.135,4.607,3.68,6.418,11.914,0.048,0.381,0.018,0.619,20.238,1.55,2.215,0,19.67,75.38,29.26,-26.45,18.55,12.48,0.91,0.073,0.015,0.33,0.113,24509,22270,2239,9.135,1008,0,102,1110,1129,4.607,37,-34,3,29,1161,-253,21.79,-6,902,902,0,0,902,3.68,0,0.104,0.102,8840,1195,378,1573,6.418,3444,2922,6366,988,0,0,0,988,0,0,0,2171,0,2171,272,9797,0,0,0,398,278,1239,1915,-625,1290,1801,1234,925,4016,13813,5605,0,0,1759,7364,0,0,0,0,0,0,0,7364,109,143,252,0.048,0,202,738,1192,8556,5,0,172,-56,5736,-600,0,5257,0,5257,0.381,902,378,-481,-531,0,2159,1054,2201,81,341,0,0,-610,3293,-373,0,-40,0,-3890,1966,0,0,0,-2337,0,0,0,87,-472,-385,0,0,105,-280,2769,-1,675,3444,-373,2920,65.94,67.94,18.28,11.36,17.29,20.38,18.03,2.43,2.7,2.19,34.08,44.86,2.23,22.26,3104.17,2307.81,5.37,82.86,0,4.89,59726.88,53612.88,6.726,-0.25,0.14,-0.04,2.42,5.96,2.55,0.93,1.12,6.48,7,-3.45,-0.103,-0.39,1.33,1.04,0.86,33.21,7.113,2.422,-3.6,0,25.02,36,21.92,25.18,8660,8880,1.15,01/28/11,01/29/10,01/28/10,3544,24300,1
AMZN,2010,3.75,0.231,0.168,0.127,0.127,0.415,0.276,0.383,0.971,0,0.761,0.549,0.071,9,19.008,1.61,7.065,27.403,7.973,82.94,20.65,26.8,18.44,23.72,9.72,8.73,8.803,4.111,3.368,6.151,7.356,0.093,0.365,0.034,0.635,18.467,0.85,2.098,0,13.74,79.9,31.44,-34.72,26.57,11.61,0.91,0.079,0.029,0.696,0.28,34204,31193,3011,8.803,1499,0,106,1605,1406,4.111,51,-39,12,79,1497,-352,23.51,7,1152,1152,0,0,1152,3.368,0,0.129,0.127,9120,1536,568,2104,6.151,3777,4985,8762,1587,0,0,0,1587,0,0,0,3202,0,3202,196,13747,0,0,0,487,384,2385,3256,-842,2414,1912,1349,724,5050,18797,8051,0,0,2321,10372,0,0,0,0,0,0,0,10372,184,457,641,0.093,0,243,677,1561,11933,5,0,1324,-190,6325,-600,0,6864,0,6864,0.365,1152,568,-295,-1019,0,3113,687,2486,4,424,0,0,-1139,3495,-979,0,-352,0,-6279,4250,0,0,0,-3360,0,0,0,143,-221,-78,0,0,259,181,3444,17,333,3777,-979,2516,70.87,70.87,21.69,11.83,16.39,32.61,23.5,2.4,2.48,2.14,34.72,47.56,2.1,22.15,221.44,112.99,5.63,78.03,0,3.1,81180,73059,9,-0.35,0.2,-0.04,3.06,7.95,3.2,1.25,1.37,6.48,3,-2.7,-0.091,5.41,1.33,1.02,0.84,36.05,9.238,5.431,-1.58,0,35.23,24.51,29.78,28.63,8940,9020,1.07,01/30/13,01/28/11,01/27/11,3383,33700,1
AMZN,2011,5.214,0.226,0.108,0.069,0.069,0.392,0.227,0.423,1.052,0,0.852,0.566,0.155,8.655,8.631,0.85,2.863,12.486,3.19,29.25,10.62,2.77,-17.29,9.24,4.17,6.32,6.872,1.793,1.313,4.331,4.351,0.182,0.307,0.056,0.693,14.993,1.32,2.182,0,25.54,78.25,33.4,-19.31,14.29,10.93,0.93,0.085,0.038,2.101,0.464,48077,44773,3304,6.872,2288,0,154,2442,862,1.793,61,-65,-4,76,934,-291,31.16,-12,631,631,0,0,631,1.313,0,0.07,0.069,9220,999,1083,2082,4.331,5269,4307,9576,5142,0,0,0,5142,0,0,0,4992,0,4992,-2220,17490,0,1437,0,4106,106,137,5786,-1369,4417,2602,1955,769,7788,25278,11145,0,0,3751,14896,0,0,0,0,0,0,0,14896,255,1160,1415,0.182,0,266,944,2625,17521,5,0,1955,-316,6990,-877,0,7757,0,7757,0.307,631,1083,-866,-1777,0,4064,1064,2485,136,557,0,0,-989,3903,-1811,0,-705,0,-6257,6843,0,0,0,-1930,0,-277,0,177,-444,-267,0,0,62,-482,3777,1,1492,5269,-1811,2092,125.43,125.43,22.08,10.16,15.29,38.13,20.46,1.66,5.11,1.47,33.91,70.67,1.42,22.63,147.15,45.4,4.1,59.72,0,2.66,78760.5,70599.5,8.655,-0.87,0,-0.18,3.52,11.86,1.7,0.94,1.34,4.96,4,-1.46,-0.021,-5.31,1.17,0.84,0.64,13.26,12.336,8.049,-0.89,0.35,39.04,-45.67,-2.16,24.57,9060,9100,0.38,01/31/14,02/01/12,01/31/12,3327,56200,1
AMZN,2012,6.743,0.308,0.07,-0.005,-0.005,0.403,0.044,0.461,1.261,0,0.902,0.541,0.422,12.544,-0.489,-0.04,-0.135,-0.775,-0.15,11.08,5.31,-21.51,-10.4,1.45,7.09,3.51,6.775,1.107,-0.064,4.575,0.647,0.468,0.252,0.118,0.748,14.314,2.7,2.113,-,38.17,78.39,35.32,-4.9,9.56,10.33,0.93,0.09,0.062,5.599,0.906,61093,56954,4139,6.775,3304,0,159,3463,676,1.107,40,-92,-52,-80,544,-428,78.68,-155,-39,-39,0,0,-39,-0.064,0,-0.005,-0.005,9060,636,2159,2795,4.575,8084,3364,11448,7634,0,0,0,7634,0,0,0,6031,0,6031,-3817,21296,0,2966,0,6228,214,174,9582,-2522,7060,3277,2552,922,11259,32555,13318,0,0,4892,18210,0,0,0,792,0,792,0,19002,3084,746,3830,0.468,0,812,719,5361,24363,5,0,1916,-239,8347,-1837,0,8192,0,8192,0.252,-39,2159,-861,-999,0,3108,1796,3044,-265,833,0,0,-1552,4180,-3785,0,-745,0,-3302,4237,0,0,0,-3595,0,-960,0,3378,-588,2790,0,0,429,2259,5269,-29,2815,8084,-3785,395,At Loss,At Loss,31.13,13.91,23.19,285.08,27.21,1.86,0,1.74,38.02,167.1,0.6,20.29,202.26,41.52,4.56,85.87,0,0.35,113894.98,106276.98,12.544,-1.42,-0.34,-0.46,3.63,14.84,0,0,1.17,4.91,3,-2.75,0.023,-1.92,1.12,0.8,0.6,7.35,13.084,8.797,0.22,0.84,29.32,-107.25,36.28,18.55,9060,9080,0.91,01/30/15,01/30/13,01/29/13,3075,88400,1
AMZN,2013,8.006,0.419,0.07,0.03,0.03,0.494,0.218,0.589,1.356,0,1.062,0.702,0.564,19.94,3.055,0.16,0.754,4.824,0.829,7.19,4.21,-22.77,7.99,3.53,6.97,3.13,6.878,1.001,0.368,5.238,2.728,0.532,0.243,0.129,0.757,14.085,-125.4,2.048,0,42.08,74.89,35.38,2.57,8.67,10.32,0.93,0.09,0.046,4.623,0.629,74452,69331,5121,6.878,4262,0,114,4376,745,1.001,38,-141,-103,-136,506,-161,31.82,-71,274,274,0,0,274,0.368,0,0.03,0.03,9300,647,3253,3900,5.238,8658,3789,12447,9534,0,0,0,9534,0,0,0,7411,0,7411,-4767,24625,0,4584,0,9274,720,231,14809,-3860,10949,3300,2655,1285,15534,40159,15133,0,0,6688,21821,0,0,0,1159,0,1159,0,22980,3191,1990,5181,0.532,0,1028,1224,7433,30413,5,0,2190,-185,9573,-1837,0,9746,0,9746,0.243,274,3253,-846,-1410,0,2624,2691,3059,-156,1134,0,0,-2089,5475,-3444,0,-312,0,-2826,2306,0,0,0,-4276,0,0,0,394,-1011,-617,0,0,78,-539,8084,-86,574,8658,-3444,2031,664.65,664.65,40.36,18.78,28.4,91.47,33.85,2.49,32.03,2.36,45.07,271.68,0.37,21.19,304.53,47.06,5.66,120.43,0,1.11,183044.61,175778.61,19.94,-1.96,-0.63,-0.77,3.98,17.31,0.6,0.69,0.64,5.64,5,-2.91,0.076,-2.3,1.07,0.75,0.54,5.28,20.22,12.412,-1.1,0,18.73,700,36.04,20.75,9140,9180,0.67,01/29/16,01/31/14,01/30/14,2922,117300,1
AMZN,2014,9.631,0.524,0.011,-0.026,-0.026,0.665,0.211,0.74,1.873,0,1.155,0.716,1.343,15.518,-2.353,-0.18,-0.509,-3.678,-0.552,0.71,0.45,-79.49,-7.22,2.14,11.95,2.38,6.962,0.2,-0.271,5.445,2.19,1.163,0.197,0.229,0.803,13.088,2.28,1.88,-,42.57,69.64,34.63,7.56,8.57,10.54,0.93,0.088,0.055,27.489,0.715,88988,82793,6195,6.962,5884,0,133,6017,178,0.2,39,-210,-171,-118,-111,-167,-150.45,37,-241,-241,0,0,-241,-0.271,0,-0.026,-0.026,9240,99,4746,4845,5.445,14557,2859,17416,11224,0,0,0,11224,0,0,0,8299,0,8299,-5612,31327,0,7150,0,14213,1063,304,22730,-5763,16967,4083,3319,2128,23178,54505,16459,0,0,9807,26266,0,0,0,1823,0,1823,0,28089,8265,4224,12489,1.163,0,1531,1655,15675,43764,5,0,1949,-511,11135,-1837,0,10741,0,10741,0.197,-241,4746,-1039,-1193,0,2465,4433,4666,-316,1497,0,0,-3510,6842,-4893,0,-979,0,-2542,3349,0,0,0,-5065,0,0,0,6359,-1933,4426,0,0,6,4432,8658,-310,5899,14557,-4893,1949,At Loss,At Loss,23.34,13.44,21.67,73.54,20.97,1.61,0,1.57,28.77,1407.94,0.07,21.53,283.77,28.24,3.53,85.54,0,1.35,144312.75,139385.75,15.518,-2.83,-1.34,-1.48,4.34,19.66,0,0,-0.45,3.74,5,-2.97,0.145,-3.7,1.12,0.82,0.62,0.85,20.353,14.353,-1.31,0,20.3,-186.67,25.06,23.06,9240,9300,1.68,02/10/17,01/30/15,01/29/15,2744,154100,1
AMZN,2015,11.217,0.871,0.212,0.063,0.063,0.631,0.697,1.262,2.103,0,1.421,0.916,1.505,33.795,4.941,0.21,1,7.795,1.08,10.45,7.08,-4.62,4.22,3.08,10.74,3.44,8.789,2.087,0.557,7.764,6.217,1.059,0.207,0.219,0.793,15.773,-0.17,1.795,0,38.43,68.92,34.67,4.18,9.5,10.53,0.91,0.087,0.05,2.412,0.447,107006,97601,9405,8.789,7001,0,171,7172,2233,2.087,50,-459,-409,-256,1568,-950,60.59,-22,596,596,0,0,596,0.557,0,0.064,0.063,9540,2027,6281,8308,7.764,15890,3918,19808,11308,0,0,0,11308,0,0,0,10243,0,10243,-5654,35705,0,9770,0,18417,1532,334,30053,-8215,21838,4751,3759,2453,29042,64747,20397,0,0,10372,30769,0,0,0,3118,0,3118,0,33887,8227,5948,14175,1.059,0,1339,1962,17476,51363,5,0,2545,-723,13394,-1837,0,13384,0,13384,0.207,596,6281,-1755,-2187,0,5207,1292,2557,81,2119,0,0,405,12039,-5387,798,-795,0,-4091,3025,0,0,0,-6450,0,0,0,353,-4235,-3882,0,0,0,-3882,14557,-374,1333,15890,-5387,6652,536.42,536.42,53.56,23.78,36.89,48.49,26.78,3.01,17.12,2.92,37.64,154.27,0.65,20.97,600.3,49.53,6.22,138.58,0,2.09,318344.19,312711.19,33.795,-3.35,-1.66,-1.91,5.6,23.11,1.58,1.14,-1.15,5.56,6,-3.38,0.142,-7.71,1.05,0.75,0.58,4.86,34.699,14.348,-1.29,0,16.47,342.31,66.22,31.33,9340,9420,1.46,02/02/18,01/29/16,01/28/16,2578,230800,1
AMZN,2016,14.048,1.29,0.452,0.245,0.245,1.03,0.971,1.777,2.723,0,2.021,1.535,1.595,37.494,14.515,0.78,3.201,20.369,3.417,17.18,12.42,81.43,23.71,7.12,10.79,3.29,10.308,3.078,1.744,9.186,6.912,0.789,0.231,0.182,0.769,18.924,2.51,1.836,0,37.56,68.39,32.48,1.65,9.72,11.24,0.9,0.08,0.057,1.864,0.454,135987,121969,14018,10.308,9665,0,167,9832,4186,3.078,100,-484,-384,90,3892,-1425,36.61,-96,2371,2371,0,0,2371,1.744,0,0.251,0.245,9680,4376,8116,12492,9.186,19334,6647,25981,16678,0,0,0,16678,0,0,0,11461,0,11461,-8339,45781,0,13998,0,25989,1805,649,42441,-13327,29114,4638,3784,3869,37621,83402,25309,0,0,13739,39048,0,0,0,4768,0,4768,0,43816,7694,7519,15213,0.789,0,1787,3301,20301,64117,5,0,4916,-985,17186,-1837,0,19285,0,19285,0.231,2371,8116,-3436,-1426,0,6754,1955,3847,-246,2975,0,0,140,17203,-7804,1067,-116,0,-7240,4577,0,0,0,-9516,0,0,0,618,-4334,-3716,0,0,0,-3716,16175,-212,3759,19934,-7804,9399,153.03,153.03,36.4,18.55,24.43,38.61,21.1,2.67,3.56,2.55,27.77,79.28,1.26,21.28,472.93,42.98,5.51,110.88,0,2.63,357687.99,346919.99,37.494,-4,-1.92,-2.09,7.85,30.48,6.15,2.91,-0.4,5.26,7,-3.04,0.132,-6.37,1.04,0.78,0.59,8.65,42.218,24.104,-1.27,0,25.24,288.89,48.11,42.93,9480,9540,1.43,02/01/19,02/10/17,02/02/17,2448,341400,1
AMZN,2017,18.039,1.636,0.472,0.308,0.308,0.887,0.65,1.863,3.201,0,2.863,1.135,3.918,58.474,12.908,0.63,2.825,23.663,3.137,11.94,8.24,45.07,2.04,5.53,10.22,3.19,10.155,2.309,1.705,9.07,3.604,1.369,0.211,0.289,0.789,16.825,3.97,1.657,0,44.13,68.44,31.41,7.1,8.27,11.62,0.9,0.077,0.067,2.912,0.651,177866,159803,18063,10.155,13743,0,214,13957,4106,2.309,202,-848,-646,346,3806,-769,20.2,-4,3033,3033,0,0,3033,1.705,0,0.316,0.308,9860,4654,11478,16132,9.07,20522,10464,30986,26328,0,0,0,26328,0,0,0,16047,0,16047,-13164,60197,0,23896,0,42244,4078,2438,72656,-23790,48866,16721,13350,5526,71113,131310,34616,0,0,18170,52786,0,0,0,5097,0,5097,0,57883,24743,13183,37926,1.369,0,1994,5798,45718,103601,5,0,8636,-484,21389,-1837,0,27709,0,27709,0.211,3033,11478,-4780,-3583,0,7383,738,-242,-29,4215,0,0,-90,18365,-11955,1897,-13972,0,-12731,9677,0,0,0,-27084,0,0,0,16228,-6300,9928,0,0,0,9928,19934,713,1922,21856,-11955,6410,189.85,189.85,65.92,20.42,51.52,89.96,31.39,3.24,4.47,3.22,35.52,123.11,0.81,20.99,556.36,51.56,6.84,148.82,0,1.13,566023.48,572963.48,58.474,-7.5,-4.48,-4.63,9.56,39.53,7.7,2.8,-2.61,4.86,4,-2.31,0.415,8.95,1.04,0.76,0.54,4.84,59.792,37.684,-1.47,0,28.41,25.71,26.82,42.49,9600,9680,1.34,01/31/20,02/02/18,02/01/18,2357,566000,1
AMZN,2018,23.289,2.802,1.268,1.007,1.007,1.762,1.73,3.072,4.201,0,4.435,2.535,3.375,75.099,28.272,1.67,6.853,56.15,7.791,22.91,15.12,64.77,43.49,13.04,13.32,3.99,13.254,5.334,4.325,12.031,7.427,0.761,0.268,0.204,0.732,21.001,1.32,1.584,0,33.7,65.77,30.01,-2.06,10.83,12.16,0.87,0.071,0.058,1.081,0.437,232887,202020,30867,13.254,18150,0,296,18446,12421,5.334,440,-1417,-977,-183,11261,-1197,10.63,9,10073,10073,0,0,10073,4.325,0,1.034,1.007,10000,12678,15341,28019,12.031,31750,9500,41250,16677,0,0,0,16677,0,0,0,17174,0,17174,0,75101,0,31741,0,54591,6861,2577,95770,-33973,61797,18658,14548,7092,87547,162648,38192,0,0,23663,61855,0,0,0,6536,0,6536,0,68391,23495,9650,33145,0.761,0,0,17563,50708,119099,5,0,19625,-1035,26791,-1837,0,43549,0,43549,0.268,10073,15341,-4615,-1314,0,3735,1151,-1043,441,5418,0,0,493,30723,-13427,2104,-2186,0,-7100,8240,0,0,0,-12369,0,0,0,1068,-8754,-7686,0,0,0,-7686,21856,-351,10317,32173,-13427,17296,74.58,74.58,42.62,16.93,29.62,43.41,24.45,3.22,1.62,3.13,26.03,57.53,1.74,21.2,377.55,49.84,6.97,135.54,0,2.35,737467.27,729362.27,75.099,-7.93,-4.48,-5.78,14.61,56.17,25.2,7.58,-0.64,5.62,7,-3.38,0.27,-5.09,1.1,0.85,0.6,8.77,101.976,59.451,-1.45,0,29.1,226.95,71.27,46.17,9740,9820,1.83,02/03/21,02/01/19,01/31/19,2315,647500,1
AMZN,2019,27.83,3.707,1.545,1.151,1.124,2.25,2.148,3.821,5.524,0,6.231,4.343,6.346,92.392,21.945,1.48,5.975,34.008,6.614,19.51,13.45,39.21,2.24,10.44,11.19,3.32,13.84,5.184,4.131,13.32,7.719,1.018,0.276,0.281,0.724,20.017,0.63,1.446,0,24.39,64.46,28.44,-11.63,14.96,12.83,0.86,0.067,0.06,1.16,0.438,280522,241699,38823,13.84,24081,0,201,24282,14541,5.184,832,-1600,-768,203,13976,-2374,16.99,-14,11588,11588,0,0,11588,4.131,0,1.173,1.151,10080,15576,21789,37365,13.32,36092,18929,55021,20816,0,0,0,20816,0,0,0,20497,0,20497,0,96334,0,39223,0,71310,6036,28252,144821,-46975,97846,18803,14754,12265,128914,225248,47183,0,0,32439,79622,0,0,0,8190,0,8190,0,87812,23414,39791,63205,1.018,0,0,12171,75376,163188,5,0,31220,-986,33658,-1837,0,62060,0,62060,0.276,11588,21789,-7681,-3278,0,6810,1711,-2438,796,6864,0,0,-85,38514,-16861,4172,-2461,0,-31812,22681,0,0,0,-24281,0,0,0,2273,-12339,-10066,0,0,0,-10066,32173,70,4237,36410,-16861,21653,80.27,82.2,41.06,14.83,21.27,43.01,24.18,3.32,1.73,3.31,24.85,59.61,1.68,21.39,301.1,45.12,6.85,124.46,0,2.35,920224.32,928408.32,92.392,-10.86,-6.71,-8.26,20.86,71.71,28.8,10.48,-1.26,5.1,4,-2.93,0.432,-1.17,1.1,0.86,0.63,9.09,101.049,75.014,-1.43,0,19.5,14.3,32.3,47.59,9880,9960,1.63,02/04/22,01/31/20,01/30/20,3169,798000,1
AMZN,2020,37.849,5.007,2.532,2.092,1.882,4.614,2.542,6.477,8.389,0,9.285,7.297,8.389,162.846,27.442,1.56,7.807,36.569,8.404,20.78,15.55,38.38,13.1,12.04,7.69,2.23,13.34,5.931,5.525,13.23,6.715,0.903,0.291,0.263,0.709,18.849,1.24,1.413,0,21.44,65.31,24.16,-19.71,17.02,15.11,0.87,0.057,0.104,1.753,0.608,386064,334564,51500,13.34,28676,0,-75,28601,22899,5.931,555,-1647,-1092,2371,24178,-2863,11.84,16,21331,21331,0,0,21331,5.525,0,2.132,2.092,10200,25825,25251,51076,13.23,42122,42274,84396,24542,0,0,0,24542,0,0,0,23795,0,23795,0,132733,0,57324,0,97224,15228,41325,211101,-60434,150667,19998,15017,17797,188462,321195,72539,0,0,44138,116677,0,0,0,9708,0,9708,0,126385,31816,52573,84389,0.903,0,0,17017,101406,227791,5,0,52551,-180,42865,-1837,0,93404,0,93404,0.291,21331,25251,-8169,-2849,0,23234,1265,13481,-554,9208,0,0,-2653,66064,-40140,5096,-2325,0,-72479,50237,0,0,0,-59611,0,0,0,17321,-18425,-1104,0,0,0,-1104,36410,618,5967,42377,-40140,25924,77.84,86.53,35.29,17.54,22.32,64.06,25.14,4.3,2.07,4.24,32.07,63.44,1.58,21.02,322.1,58.53,9.57,167.16,0,1.58,1638230.76,1638223.76,162.846,-14.25,-9.45,-11.24,28.82,107.13,46.75,17.58,1.78,6.04,5,-2.94,0.415,4.63,1.05,0.86,0.67,13.9,176.572,83.831,-1,0,36,81.75,35.07,41.73,10000,10060,1.17,02/04/22,02/03/21,02/02/21,6330,1298000,1
AMZN,2021,45.632,7.225,3.881,3.24,1.996,2.64,-1.43,4.5,9.435,0,13.58,12.07,11.434,166.717,28.806,2.35,8.996,33.996,9.447,21.77,16.89,37.66,1,9.28,6.62,1.8,14.115,5.295,7.101,15.834,-3.134,0.842,0.329,0.277,0.671,17.881,1.01,1.267,0,22.31,68.39,25.52,-20.56,16.36,14.3,0.86,0.06,0.13,2.454,1.318,469822,403507,66315,14.115,41374,0,62,41436,24879,5.295,448,-1809,-1361,14633,38151,-4791,12.56,4,33364,33364,0,0,33364,7.101,0,3.3,3.24,10296,39960,34433,74393,15.834,36220,59829,96049,32891,0,0,0,32891,0,0,0,0,32640,32640,0,161580,0,81104,0,0,24895,188883,294882,-78519,216363,15371,15371,27235,258969,420549,78664,0,0,51775,130439,0,0,0,11827,0,11827,0,142266,48744,67651,116395,0.842,0,0,23643,140038,282304,106,0,85915,-1376,55437,-1837,0,138245,0,138245,0.329,33364,34433,-18163,-9487,0,5725,2314,-19611,-310,12757,0,0,-14306,46327,-61053,5657,-1985,0,-60157,59384,0,0,0,-58154,0,0,0,26959,-20668,6291,0,0,0,6291,42377,-364,-5900,36477,-61053,-14726,51.46,83.53,63.15,12.28,13.81,0,37.05,3.65,1.95,3.66,23.09,42.98,2.33,20.73,192.95,40.9,7.5,192.45,0,-0.87,1697179.06,1717525.06,166.717,-18.3,-11.86,-14.27,27.48,143.74,47.9,23.28,-3.16,5.38,7,-2.59,0.494,10.75,1.14,0.91,0.68,13.75,186.57,147.598,-1.19,0,20.56,54.88,44.3,42.84,10117,10180,0.9,02/03/23,02/04/22,02/03/22,7282,1608000,1
AMZN,2022,50.445,3.764,-0.35,-0.27,0.991,-1.765,-1.658,4.588,6.837,0,14.259,12.278,13.681,84,-1.915,-0.33,-0.616,-2.19,-0.642,-1.52,-1.22,-17.68,-23.82,1.87,9.21,1.85,13.16,2.383,-0.53,7.462,-3.287,0.959,0.316,0.303,0.684,15.317,0.99,1.164,0,26.72,64.71,27.41,-10.58,13.66,13.31,0.87,0.065,0.124,5.196,1.361,513983,446343,67640,13.16,54129,0,1263,55392,12248,2.383,989,-2367,-1378,-16806,-5936,3217,54.19,-3,-2722,-2722,0,0,-2722,-0.53,0,-0.27,-0.27,10189,-3569,41921,38352,7.462,53888,16138,70026,42360,0,0,0,42360,0,0,0,0,34405,34405,0,146791,0,91650,0,0,30020,228183,349853,-97015,252838,20288,20288,42758,315884,462675,79600,0,0,62566,142166,0,0,0,13227,0,13227,0,155393,67150,72968,140118,0.959,0,0,21121,161239,316632,108,0,83193,-4487,75066,-7837,0,146043,0,146043,0.316,-2722,41921,-21897,-2592,0,1387,2216,-20886,-8148,19621,0,0,16966,46752,-63645,5324,-8316,0,-2565,31601,0,0,0,-37601,0,-6000,0,62719,-47001,15718,0,0,0,9718,36477,-1093,17776,54253,-63645,-16893,At Loss,84.76,0,5.89,6.84,0,18.31,1.67,3.34,1.81,24.26,-260.69,-0.38,20.95,94.17,15.03,3.01,112.79,0,-1.96,860328,930420,84,-24.08,-16.58,-19.3,22.48,160.6,22.83,16.55,-11.29,2.95,3,-2.44,0.514,-2.57,0.94,0.72,0.45,5.17,170.404,81.82,-0.61,0.7,10.55,-108.33,-47.9,25.4,10189,10242,1.09,02/03/23,02/03/23,02/02/23,10845,1541000,1
AMZN,2023,53.318,7.061,2.487,1.93,2.096,1.2,1.63,6.904,6.212,0,17.713,15.511,13.261,147.73,12.71,1.52,4.33,14.74,4.54,10.17,8.23,9.5,16.15,6.84,11.08,2.31,15.19,4.76,3.62,13.28,3.05,0.749,0.376,0.281,0.624,18.14,0.67,1.19,0,25.26,55.27,27.53,-2.48,14.45,13.26,0.85,0.064,0.099,2.075,0.764,554028,469851,84177,15.19,56425,0,1372,57797,26380,4.76,2493,-3163,-670,-2801,22909,-2831,12.36,1,20079,20079,0,0,20079,3.62,0,1.96,1.93,10558,26072,47528,73600,13.28,49605,14564,64169,35600,0,0,2500,38100,0,0,0,35406,0,35406,5320,142995,0,0,0,0,0,267226,267226,0,267226,22749,22749,53913,343888,486883,72004,0,0,58812,130816,0,0,0,14398,0,14398,0,145214,61098,75891,136989,0.749,0,0,21707,158696,303910,108,0,102994,-5003,92711,-7837,0,182973,0,182973,0.376,20079,47528,-19152,1986,0,1192,1454,-14520,-7779,23310,0,0,3036,71654,-54733,4513,-6289,0,-1286,9742,0,0,0,-48053,0,0,0,36237,-45272,-9035,0,0,-12,-9047,35178,349,14903,50081,-54733,16921,76.54,70.48,123.29,8.34,9.52,90.6,21.36,2.8,3.04,2.87,21.59,60.96,1.64,17,131.9,21.14,4.57,172.81,0,1.11,1526646.338,1589235.648,147.73,-23.21,-15.58,-18.91,24.46,170.36,34.6,27.05,-12.1,4.6,7,-2.89,0.536,-0.72,0.98,0.74,0.44,8.34,149.26,81.43,-1.29,0,8.86,77.39,41.64,23.2,10322,10334.03,1.24,10/27/23,10/27/23,10/26/23,10845,1541000,-
